"Format"	"EVNEW text 1.0.1"
"Created by"	"EVNEW Public Beta 1.0.2"
"Number of resources"	1032

"Resource Type"	"ID"	"Name"	"Cash"	"Ship Type"	"System 1"	"System 2"	"System 3"	"System 4"	"Government 1"	"Status 1"	"Government 2"	"Status 2"	"Government 3"	"Status 3"	"Government 4"	"Status 4"	"Combat Rating"	"Intro Pict 1"	"Intro Pict 2"	"Intro Pict 3"	"Intro Pict 4"	"Pict Delay 1"	"Pict Delay 2"	"Pict Delay 3"	"Pict Delay 4"	"Intro Text"	"On Start"	"Start Day"	"Start Month"	"Start Year"	"Date Prefix"	"Date Suffix"	"Flags"	"End-of-resource"
"char"	128	".Trader"	10000	128	128	128	128	128	-1	-1	-1	-1	-1	-1	-1	-1	0	8200	-1	-1	-1	45	-1	-1	-1	20000	""	29	4	2248	""	""	0x0001	"EOR"

"Resource Type"	"ID"	"Name"	"Width"	"Height"	"BPP"	"Icon Filename"	"Mask Filename"	"End-of-resource"
"cicn"	1000	""	8	8	4	"Cicns\\cicn1000.bmp"	"Cicns\\cicnmask1000.bmp"	"EOR"
"cicn"	1001	""	16	16	4	"Cicns\\cicn1001.bmp"	"Cicns\\cicnmask1001.bmp"	"EOR"
"cicn"	1002	""	24	24	4	"Cicns\\cicn1002.bmp"	"Cicns\\cicnmask1002.bmp"	"EOR"
"cicn"	1003	""	32	32	4	"Cicns\\cicn1003.bmp"	"Cicns\\cicnmask1003.bmp"	"EOR"
"cicn"	1004	""	40	40	4	"Cicns\\cicn1004.bmp"	"Cicns\\cicnmask1004.bmp"	"EOR"
"cicn"	1005	""	48	48	4	"Cicns\\cicn1005.bmp"	"Cicns\\cicnmask1005.bmp"	"EOR"
"cicn"	1006	""	40	40	4	"Cicns\\cicn1006.bmp"	"Cicns\\cicnmask1006.bmp"	"EOR"
"cicn"	1007	""	32	32	4	"Cicns\\cicn1007.bmp"	"Cicns\\cicnmask1007.bmp"	"EOR"
"cicn"	1008	""	8	8	4	"Cicns\\cicn1008.bmp"	"Cicns\\cicnmask1008.bmp"	"EOR"
"cicn"	1009	""	16	16	4	"Cicns\\cicn1009.bmp"	"Cicns\\cicnmask1009.bmp"	"EOR"
"cicn"	1010	""	24	24	4	"Cicns\\cicn1010.bmp"	"Cicns\\cicnmask1010.bmp"	"EOR"
"cicn"	1011	""	32	32	4	"Cicns\\cicn1011.bmp"	"Cicns\\cicnmask1011.bmp"	"EOR"
"cicn"	1012	""	40	40	4	"Cicns\\cicn1012.bmp"	"Cicns\\cicnmask1012.bmp"	"EOR"
"cicn"	1013	""	48	48	4	"Cicns\\cicn1013.bmp"	"Cicns\\cicnmask1013.bmp"	"EOR"
"cicn"	1014	""	40	40	4	"Cicns\\cicn1014.bmp"	"Cicns\\cicnmask1014.bmp"	"EOR"
"cicn"	1015	""	32	32	4	"Cicns\\cicn1015.bmp"	"Cicns\\cicnmask1015.bmp"	"EOR"

"Resource Type"	"ID"	"Name"	"X Position"	"Y Position"	"X Size"	"Y Size"	"Active On"	"On Explore"	"End-of-resource"
"nebu"	128	"Ji Nebula"	-300	-400	180	180	""	""	"EOR"
"nebu"	129	"Proxima Nebula"	15	120	180	180	""	""	"EOR"
"nebu"	130	"North Tip Asteroid belt"	10	-475	360	180	""	""	"EOR"

"Resource Type"	"ID"	"Name"	"Stellar"	"Commodity"	"Price Change"	"Duration"	"Random"	"Active On"	"End-of-resource"
"oops"	128	"Paaren station news"	-2	-1	0	30	0	"b5"	"EOR"
"oops"	129	"UE Cruiser news"	-2	-1	0	30	0	"b6"	"EOR"
"oops"	130	"Huron news"	-2	-1	0	30	0	"b12"	"EOR"
"oops"	131	"Avann offensive news"	-2	-1	0	30	0	"b13"	"EOR"
"oops"	132	"Obron offensive news"	-2	-1	0	30	0	"b14"	"EOR"
"oops"	133	"Miranu treaty news"	-2	-1	0	30	0	"b8"	"EOR"
"oops"	134	"The Rock news"	-2	-1	0	30	0	"b143"	"EOR"
"oops"	135	"NPD news"	-2	-1	0	30	0	"b159"	"EOR"
"oops"	136	"New Calcutta news"	-2	-1	0	20	0	"b169"	"EOR"
"oops"	137	"Ski Resort news"	-2	-1	0	20	0	"b147"	"EOR"
"oops"	138	"Outpost Zachit news"	-2	-1	0	25	0	"b195"	"EOR"
"oops"	139	"Council news"	-2	-1	0	50	0	"b213"	"EOR"
"oops"	140	"A recession"	377	1	-250	14	3	"!b1008"	"EOR"
"oops"	141	"A serious drought"	376	0	100	28	3	"!b1008"	"EOR"
"oops"	142	"A large quantity of skulls"	350	3	-200	14	2	"!b1008"	"EOR"
"oops"	143	"A successful raider"	344	3	500	14	2	"!b1008"	"EOR"
"oops"	144	"A Zidagar offensive"	358	2	200	14	3	"!b1008"	"EOR"
"oops"	145	"An Igadzra offensive"	324	2	200	7	4	"!b1008"	"EOR"
"oops"	146	"An enormous food surplus"	359	0	-60	14	5	"!b1008"	"EOR"
"oops"	147	"An incredible harvest"	322	0	-50	28	2	"!b1008"	"EOR"
"oops"	148	"A manufacturing surplus"	306	1	-100	7	4	"!b1008"	"EOR"
"oops"	149	"Industrial expansion"	304	1	150	14	2	"!b1008"	"EOR"
"oops"	150	"A massive brawl"	276	2	400	7	10	"!b1008"	"EOR"
"oops"	151	"A new invention"	264	5	-100	21	3	"!b1008"	"EOR"
"oops"	152	"A bizarre training accident"	238	2	400	7	4	"!b1008"	"EOR"
"oops"	153	"Decreased demand"	235	1	-200	28	1	"!b1008"	"EOR"
"oops"	154	"Increased demand"	234	5	300	28	1	"!b1008"	"EOR"
"oops"	155	"The jubilant workforce"	229	5	-150	7	3	"!b1008"	"EOR"
"oops"	156	"Constant celebration"	226	3	500	14	3	"!b1008"	"EOR"
"oops"	157	"A Voinian attack"	194	5	250	7	4	"!b1008"	"EOR"
"oops"	158	"A supply shortfall"	170	0	100	7	5	""	"EOR"
"oops"	159	"Extreme boredom"	189	3	800	14	2	""	"EOR"
"oops"	160	"Renegade extortion"	184	3	250	7	2	""	"EOR"
"oops"	161	"An excessive renegade incursion"	181	5	100	14	2	""	"EOR"
"oops"	162	"An excessive renegade incursion"	180	4	50	14	2	""	"EOR"
"oops"	163	"The tourist season"	158	3	180	21	1	""	"EOR"
"oops"	164	"A new influx of colonists"	157	0	200	14	2	""	"EOR"
"oops"	165	"A new outbreak of plague"	154	2	300	14	1	""	"EOR"
"oops"	166	"An efficiency drive"	153	1	-80	7	3	""	"EOR"
"oops"	167	"A logistical problem"	148	5	200	7	5	""	"EOR"
"oops"	168	"A major pollution scare"	128	1	120	7	2	""	"EOR"
"oops"	169	"A good harvest"	258	0	-40	14	10	"!b1008"	"EOR"
"oops"	170	"A strike by monks"	183	2	250	28	1	""	"EOR"
"oops"	171	"A shortage of Munb leaves"	240	2	300	14	2	"!b1008"	"EOR"
"oops"	172	"Toxic rainfall"	364	2	500	4	1	"!b1008"	"EOR"
"oops"	173	"A mining accident"	152	2	600	7	5	""	"EOR"
"oops"	174	"A volcanic eruption"	355	2	600	7	5	"!b1008"	"EOR"
"oops"	175	"The discovery of a new vein of ore"	134	4	-100	7	15	""	"EOR"
"oops"	176	"A bumper harvest"	129	0	-50	28	5	""	"EOR"
"oops"	177	"A Voinian offensive"	136	2	500	7	3	""	"EOR"
"oops"	178	"A Voinian offensive"	138	2	200	7	3	""	"EOR"
"oops"	179	"A Voinian offensive"	143	2	500	7	3	""	"EOR"

"Resource Type"	"ID"	"Name"	"Display Weight"	"Mass"	"Tech Level"	"Mod Type 1"	"Mod Value 1"	"Mod Type 2"	"Mod Value 2"	"Mod Type 3"	"Mod Value 3"	"Mod Type 4"	"Mod Value 4"	"Max Count"	"Cost"	"Item Class"	"Scan Mask"	"Buy Random"	"Availability"	"On Purchase"	"On Sell"	"Contribute Bits"	"Require Bits"	"Short Name"	"Lower Case Name"	"Lower Case Plural Name"	"Requirments Government"	"Flags"	"End-of-resource"
"syst"	273	"Himgro"	93	-240	266	267	272	276	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	239	240	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	168	170	-1	-1	-1	-1	10	40	35	15	0	0	0	0	6	130	-1	0	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x778E	"EOR"
"syst"	274	"Leita"	38	-221	267	268	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	265	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	168	168	-1	-1	-1	-1	5	45	25	25	0	0	0	0	7	130	-1	0	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x2678	"EOR"
"syst"	275	"Mirava"	39	-254	271	274	276	278	279	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	235	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	168	168	-1	-1	-1	-1	10	50	20	20	0	0	0	0	12	130	-1	0	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x9997	"EOR"
"syst"	276	"Nemnel"	88	-275	273	275	277	278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	170	170	-1	-1	-1	-1	15	55	15	15	0	0	0	0	1	-1	-1	0	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xAD97	"EOR"
"syst"	277	"Kalnnas"	116	-309	276	301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	255	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	170	152	-1	-1	-1	-1	10	40	30	20	0	0	0	0	3	-1	-1	3	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xA50E	"EOR"
"syst"	278	"Zimla"	65	-299	275	276	279	285	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	168	170	-1	-1	-1	-1	5	45	40	10	0	0	0	0	7	130	-1	2	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x5A34	"EOR"
"syst"	279	"Mezt"	28	-297	275	278	280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	236	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	156	156	-1	-1	-1	-1	10	30	30	30	0	0	0	0	2	-1	-1	0	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x2A62	"EOR"
"syst"	280	"Kitrak"	-12	-282	270	271	279	281	416	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	156	168	-1	-1	-1	-1	10	25	25	40	0	0	0	0	5	130	-1	2	28	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xC707	"EOR"
"syst"	281	"Tmidor"	-16	-315	280	282	283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	256	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	152	174	-1	-1	-1	-1	10	30	30	30	0	0	0	0	6	152	4	0	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xA4D7	"EOR"
"syst"	282	"Hnort"	1	-342	281	284	287	435	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	152	173	-1	-1	-1	-1	15	35	15	35	0	0	0	0	4	152	-1	3	24	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x2C5E	"EOR"
"syst"	283	"Garren"	-44	-336	281	292	295	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	257	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	152	173	-1	-1	-1	-1	20	30	20	30	0	0	0	0	3	152	-1	3	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xE447	"EOR"
"syst"	284	"Zachit"	40	-350	282	285	286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	237	238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	156	152	173	174	-1	-1	-1	-1	30	15	15	40	0	0	0	0	6	152	4	3	21	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	"!b195"	0	0	-1	0	0	0x1AA1	"EOR"
"syst"	285	"Xrima"	75	-336	278	284	294	435	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	152	173	-1	-1	-1	-1	20	30	25	25	0	0	0	0	3	152	-1	4	21	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x4858	"EOR"
"syst"	286	"Achlos"	26	-384	284	287	288	435	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	156	173	-1	-1	-1	-1	20	20	35	25	0	0	0	0	4	152	-1	5	24	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xB429	"EOR"
"syst"	287	"Hizdriar"	-13	-376	282	286	290	291	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	276	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	156	173	-1	-1	-1	-1	45	30	10	15	0	0	0	0	5	155	-1	3	21	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x188E	"EOR"
"syst"	288	"Eiribi"	53	-409	286	289	293	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	273	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	156	173	-1	-1	-1	-1	40	20	20	20	0	0	0	0	3	152	4	6	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x475B	"EOR"
"syst"	289	"Zeldair"	18	-439	288	290	300	303	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	274	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	156	174	-1	-1	-1	-1	30	10	25	35	0	0	0	0	6	152	4	8	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xB7A2	"EOR"
"syst"	290	"Turgon"	-16	-411	287	289	298	431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	155	173	-1	-1	-1	-1	40	30	10	20	0	0	0	0	2	152	-1	5	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x0BF5	"EOR"
"syst"	291	"Dewe"	-56	-388	287	292	295	298	431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	267	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	156	174	-1	-1	-1	-1	30	20	25	25	0	0	0	0	4	152	4	4	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x1B62	"EOR"
"syst"	292	"Orarn"	-39	-357	283	291	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	156	173	-1	-1	-1	-1	40	30	20	10	0	0	0	0	2	152	-1	3	30	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xCC46	"EOR"
"syst"	293	"Nadej"	100	-409	288	294	302	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	156	174	-1	-1	-1	-1	25	10	30	35	0	0	0	0	8	152	4	6	21	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x0986	"EOR"
"syst"	294	"Sumo"	88	-371	285	293	301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	170	173	-1	-1	-1	-1	35	35	10	20	0	0	0	0	2	152	-1	5	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x779C	"EOR"
"syst"	295	"Niwom"	-91	-367	283	291	296	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	156	173	-1	-1	-1	-1	40	40	10	10	0	0	0	0	2	152	-1	6	50	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xBEC4	"EOR"
"syst"	296	"Hrekka"	-135	-372	295	297	422	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	268	279	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	173	173	-1	-1	-1	-1	50	35	10	5	0	0	0	0	7	147	-1	8	70	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x3F2E	"EOR"
"syst"	297	"DSN-1597"	-94	-405	296	298	431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	269	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	155	173	-1	-1	-1	-1	60	20	10	10	0	0	0	0	3	152	-1	7	55	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x2336	"EOR"
"syst"	298	"Raigar"	-54	-426	290	291	297	299	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	270	278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	154	155	-1	-1	-1	-1	20	25	35	20	0	0	0	0	6	146	-1	5	35	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	"!b174"	0	0	-1	0	0	0xC92A	"EOR"
"syst"	299	"DSN-925"	-36	-454	298	300	431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	155	173	-1	-1	-1	-1	30	30	20	20	0	0	0	0	1	152	-1	7	25	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xED02	"EOR"
"syst"	300	"DSN-7078"	8	-467	289	299	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	155	173	-1	-1	-1	-1	30	30	20	20	0	0	0	0	2	152	-1	10	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x5873	"EOR"
"syst"	301	"Pozdag"	121	-353	277	294	304	315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	169	170	-1	-1	-1	-1	10	40	30	20	0	0	0	0	4	144	-1	4	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xEC12	"EOR"
"syst"	302	"DSN-6116"	115	-436	293	303	305	306	406	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	155	173	-1	-1	-1	-1	55	20	10	15	0	0	0	0	3	152	-1	9	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x9C64	"EOR"
"syst"	303	"DSN-1770"	72	-442	289	302	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	271	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	155	173	-1	-1	-1	-1	35	40	10	15	0	0	0	0	2	152	-1	6	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x6DE6	"EOR"
"syst"	304	"Ragit"	137	-367	301	306	311	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	272	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	170	170	-1	-1	-1	-1	35	35	15	15	0	0	0	0	4	-1	-1	5	23	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x2F06	"EOR"
"syst"	305	"DSN-2131"	156	-422	302	307	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	277	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	152	153	155	-1	-1	-1	-1	35	35	25	5	0	0	0	0	5	147	-1	10	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	"!b143"	0	0	-1	0	0	0x4387	"EOR"
"syst"	306	"DSN-3425"	125	-400	302	304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	170	173	-1	-1	-1	-1	40	35	10	15	0	0	0	0	2	152	-1	7	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x5CEF	"EOR"
"syst"	307	"DSN-4922"	192	-411	305	308	406	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	155	170	-1	-1	-1	-1	50	20	10	20	0	0	0	0	2	-1	-1	8	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x8253	"EOR"
"syst"	308	"Qerid"	227	-400	307	309	312	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	303	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	155	170	-1	-1	-1	-1	20	25	20	35	0	0	0	0	5	144	-1	6	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x3509	"EOR"
"syst"	309	"DSN-8204"	267	-388	308	310	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	155	170	-1	-1	-1	-1	15	25	25	35	0	0	0	0	2	-1	-1	5	22	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xF8D1	"EOR"
"syst"	310	"DSN-2189"	322	-373	309	318	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	155	170	170	-1	-1	-1	-1	20	40	20	20	0	0	0	0	2	-1	-1	4	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x7F08	"EOR"
"syst"	311	"Minor"	188	-367	304	312	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	153	170	170	-1	-1	-1	-1	20	30	25	25	0	0	0	0	3	-1	-1	6	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x1B53	"EOR"
"syst"	312	"Yerdor"	227	-369	308	311	313	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	169	170	-1	-1	-1	-1	30	15	40	15	0	0	0	0	6	144	-1	5	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x234F	"EOR"
"syst"	313	"Neradag"	244	-337	312	314	316	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	170	170	-1	-1	-1	-1	25	35	20	20	0	0	0	0	3	-1	-1	3	25	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x4251	"EOR"
"syst"	314	"Neeg"	197	-326	313	315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	169	170	-1	-1	-1	-1	20	40	25	15	0	0	0	0	6	144	-1	4	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0xE1F8	"EOR"
"syst"	315	"Taca"	161	-331	301	314	319	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	170	170	-1	-1	-1	-1	25	35	20	20	0	0	0	0	3	-1	-1	4	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x8D65	"EOR"
"syst"	316	"Notai"	283	-332	313	317	322	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153	156	170	170	-1	-1	-1	-1	30	20	25	25	0	0	0	0	2	-1	-1	3	20	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	""	0	0	-1	0	0	0x1D8F	"EOR"
